id,name,name_secondary,freephone,phone,email,website,contact_page,last_modified,address_physical_extended,address_physical_street,address_physical_locality,address_physical_postcode,address_physical_country,address_postal_extended,address_postal_street,address_postal_locality,address_postal_postcode,address_postal_country,sector,parent_id
museum-of-new-zealand-te-papa-tongarewa,Museum of New Zealand Te Papa Tongarewa,Te Papa Tongarewa,,+6443817000,enquiries@tepapa.govt.nz,http://www.tepapa.govt.nz,https://www.tepapa.govt.nz/about/contact-us,2020-08-17,,55 Cable Street,Wellington,6011,New Zealand,,PO Box 467,Wellington,6140,New Zealand,Autonomous crown entities,
napier-city-council,Napier City Council,,08004627437,+6468357579,info@napier.govt.nz,http://www.napier.govt.nz,http://www.napier.govt.nz/our-council/about/contact-us/,2022-10-13,,215 Hastings Street,Napier,4110,New Zealand,,Private Bag 6010,Napier,4142,New Zealand,City Council,
national-advisory-council-on-the-employment-of-women,National Advisory Council on the Employment of Women,"Mana wahine, mana mahi",,+6449157112,info@women.govt.nz,https://women.govt.nz/nacew/about-nacew,https://women.govt.nz/nacew/contact,2020-03-23,,22 The Terrace,Wellington,,New Zealand,,PO Box 10 049,Wellington,6143,New Zealand,Public Service,
national-cyber-security-centre,National Cyber Security Centre,,,,info@ncsc.govt.nz,https://www.ncsc.govt.nz/,https://www.ncsc.govt.nz/about-us/contact-us,2024-10-11,,,,,,,PO Box 12209,Wellington,6144,,Public Service,government-communications-security-bureau
national-emergency-management-agency,National Emergency Management Agency,NEMA,,+6448305100,emergency.management@nema.govt.nz,http://www.civildefence.govt.nz,http://www.civildefence.govt.nz/contact-us/,2020-08-17,,70-84 Lambton Quay,Welington,6011,,,PO Box 5010,Wellington,6145,New Zealand,Public Service,
national-library-of-new-zealand,National Library of New Zealand,Te Puna Mātauranga o Aotearoa,0800474300,+6444743000,information@natlib.govt.nz,http://natlib.govt.nz/,http://www.natlib.govt.nz/about-this-site/contact-us,2020-07-30,,Corner of Molesworth and Aitken Streets,Wellington,6140,New Zealand,,PO Box 1467,Wellington,6140,New Zealand,Public Service,department-of-internal-affairs
national-pacific-radio-trust,National Pacific Radio Trust,,,093616656,info@pmn.co.nz,https://pacificmedianetwork.com/,,2021-08-24,,2 Osterley Way,Auckland,2104,,,PO Box 97 601,Auckland,2241,,Trusts,
national-screening-unit,National Screening Unit,,,+6495809000,screening@moh.govt.nz,http://www.nsu.govt.nz/,http://www.nsu.govt.nz/about/2220.aspx,2021-08-25,,650 Great South Road,Auckland,,New Zealand,,Private Bag 92522,Auckland,,New Zealand,Public Service,
natural-hazards-commission,Natural Hazards Commission (NHC),,0800326243,+6449786400,info@naturalhazards.govt.nz,https://www.naturalhazards.govt.nz/,https://www.naturalhazards.govt.nz/contact-us/,2020-07-29,,,,,,,PO Box 311,Wellington,6140,New Zealand,Crown agents,
nelson-city-council,Nelson City Council,Te Kaunihera o Whakatū,,+6435460200,enquiry@ncc.govt.nz,http://www.nelson.govt.nz ,http://nelson.govt.nz/footer-elements/contact/,2022-10-14,,110 Trafalgar Street,Nelson,7040,New Zealand,,Po Box 645,Nelson,7040,New Zealand,City Council,
nelson-marlborough-institute-of-technology,Nelson-Marlborough Institute of Technology,Te Whare Wānanga o Te Tau Ihu o Te Waka a Maui,0800422733,+6435469175,info@nmit.ac.nz,http://www.nmit.ac.nz/,http://www.nmit.ac.nz/contactus/,2020-08-17,,322 Hardy Street,Nelson,7010,New Zealand,,Private Bag 19  ,Nelson,7042,New Zealand,Polytechnics/Institutes of technology,
nelsonmarlborough-fish-and-game-council,Nelson / Marlborough Fish and Game Council,,,+6435446382,nelsonmarlborough@fishandgame.org.nz,https://fishandgame.org.nz/nelson/,https://fishandgame.org.nz/nelson/,2020-07-30,,66-74  Champion Road,Nelson,7020,New Zealand,,PO Box 2173  ,Nelson,7041,New Zealand,Regional,new-zealand-fish-and-game-council
network-for-learning-limited,Network for Learning Limited (N4L),,0800532764,,info@n4l.co.nz,https://www.n4l.co.nz/,,2020-06-08,,8 Tangihua Street,Auckland,1010,,,PO Box 37 118,Auckland,1151,,Public Finance Act Schedule 4a companies,
new-plymouth-district-council,New Plymouth District Council,,,+6467596060,enquiries@npdc.govt.nz,http://www.newplymouthnz.com/,https://www.newplymouthnz.com/Council/About-the-Council/Contact-Us,2022-10-13,,84 Liardet Street,New Plymouth,4310,New Zealand,,Private Bag 2025,New Plymouth,4342,New Zealand,District Council,
new-zealand-aid-programme,New Zealand Aid Programme,,,+6444398000,aidcommunications@mfat.govt.nz,https://www.mfat.govt.nz/en/aid-and-development/,https://www.mfat.govt.nz/en/about-us/contact-us/,2022-01-10,,195 Lambton Quay,Wellington,,New Zealand,,Private Bag 18901,Wellington,,New Zealand,Public Service,ministry-of-foreign-affairs-and-trade
new-zealand-antarctic-institute,Antarctica New Zealand,,,+6433580200,Comms.Team@antarcticanz.govt.nz,http://www.antarcticanz.govt.nz/,http://antarcticanz.govt.nz/contact-us,2020-07-30,,38 Orchard Road,Christchurch,8053,New Zealand,,Private Bag 4745,Christchurch,8140,New Zealand,Crown agents,
new-zealand-army,New Zealand Army,Ngati Tumatauenga,,+6444960999,,http://www.army.mil.nz,http://www.army.mil.nz/contact-us/default.htm,2016-10-31,,2-12 Aitken Street,Wellington,,New Zealand,,Private Bag 39997,Wellington,,New Zealand,Non-Public Service departments,new-zealand-defence-force
new-zealand-blood-service,New Zealand Blood Service,Te Ratonga Todo O Aotearoa,0800448325,+6495235744,donors.national@nzblood.co.nz,http://www.nzblood.co.nz/,http://www.nzblood.co.nz/contact-us/,2020-08-17,,11 Great South Road,Auckland,1051,New Zealand,,Private Bag 92-071  Victoria Street West,Auckland,1142,New Zealand,Crown agents,
new-zealand-council-for-educational-research,New Zealand Council for Educational Research,,,(04)3847939,info@nzcer.org.nz,https://www.nzcer.org.nz/,https://www.nzcer.org.nz/contact-us,2021-07-07,,178-182 Willis Street,Wellington,6140,,,PO Box 3237,Wellington,6140,,Other (bodies corporate),
new-zealand-customs-service,New Zealand Customs Service,Te Mana  Ārai o Aotearoa,0800428786,+6449014500,feedback@customs.govt.nz,https://www.customs.govt.nz,https://www.customs.govt.nz/contact-us/,2021-10-20,,1 Hinemoa Street,Wellington,,New Zealand,,PO Box 2218,Wellington,6140,New Zealand,Public Service,
new-zealand-debt-management-office,New Zealand Debt Management Office,,,+6444722733,info@nzdmo.govt.nz,http://www.nzdmo.govt.nz/,https://www.nzdmo.govt.nz/about-us/contact-us,2016-10-31,,1 The Terrace,Wellington,,New Zealand,,PO Box 3724,Wellington,6140,New Zealand,Public Service,the-treasury
new-zealand-defence-force,New Zealand Defence Force,Te Ope Kātua o Aotearoa,,+6444960999,,http://www.nzdf.mil.nz,https://www.nzdf.mil.nz/nzdf/contact-us/,2022-08-12,,34 Bowen Street,Wellington,6011,New Zealand,,PO Box 39997  Wellington Mail Centre,Lower Hutt,5045,New Zealand,Non-Public Service departments,
new-zealand-export-credit-office,New Zealand Export Credit Office,,,+6449176060,info@nzeco.govt.nz,http://www.nzeco.govt.nz/,http://www.nzeco.govt.nz/contactus,2020-09-28,,1 The Terrace,Wellington,6011,New Zealand,,PO Box 3724,Wellington,6140,New Zealand,Public Service,the-treasury
new-zealand-film-commission,New Zealand Film Commission,Te Tumu Whakaata Taonga,0800659754,+6443827680,info@nzfilm.co.nz,http://www.nzfilm.co.nz/,http://www.nzfilm.co.nz/about-us/contact-us,2020-07-30,,119 Ghuznee St,Wellington,,,,PO Box 11 546,Wellington,6142,New Zealand,Autonomous crown entities,
new-zealand-fish-and-game-council,New Zealand Fish and Game Council,,,+6444994767,nzcouncil@fishandgame.org.nz,http://www.fishandgame.org.nz/,http://www.fishandgame.org.nz/contact-us,2020-07-30,,78 Victoria Street,Wellington,6011,New Zealand,,PO Box 25-055,Wellington,6146,New Zealand,Fish and game councils,
new-zealand-food-innovation-network,New Zealand Food Innovation Network (NZFIN),Foodbowl,0508NZFOOD,,reception@foodinnovationnetwork.co.nz,https://foodinnovationnetwork.co.nz/,https://foodinnovationnetwork.co.nz/contact-us,2021-11-01,,,,,,,,,,,Crown entity subsidiaries,
new-zealand-game-bird-habitat-trust-board,New Zealand Game Bird Habitat Trust Board,,,+6444994767,NZCouncil@fishandgame.org.nz,http://www.fishandgame.org.nz/new-zealand-game-bird-habitat-trust,http://www.fishandgame.org.nz/contact-us,2020-07-30,,2 Jarden Mile,Wellington,,New Zealand,,PO Box 13-141,Wellington,6440,New Zealand,Trusts,
new-zealand-geographic-board,New Zealand Geographic Board,Ngā Pou Taunaha o Aotearoa,0800665463,+6444600110,customersupport@linz.govt.nz,http://www.linz.govt.nz/placenames/about-geographic-board,http://www.linz.govt.nz/contact-us,2016-10-31,,155 The Terrace,Wellington,,New Zealand,,PO Box 5501,Wellington,6145,New Zealand,Public Service,land-information-new-zealand
new-zealand-government-property-corporation,New Zealand Government Property Corporation,,,+6444722733,,,https://www.treasury.govt.nz/contact-us,2021-12-22,,1 The Terrace,Wellington,6011,,,PO Box 3724,Wellington,6140,,Public Finance Act Schedule 4 organisations,the-treasury
new-zealand-green-investment-finance-limited,New Zealand Green Investment Finance Limited (NZGIF),,,,info@nzgif.co.nz,,,2020-07-30,,,,,,,PO Box 1054,Wellington,6140,,Public Finance Act Schedule 4a companies,
new-zealand-lotteries-commission,New Zealand Lotteries Commission,,,+6493563800,info@lottonz.co.nz,,http://www.nzlotteries.co.nz/wps/wcm/myconnect/lotteries2/nzlotteries/Global/ContactUs/NZLotteriesContacts/,2020-07-30,,73 Remuera Road,Auckland,1050,New Zealand,,PO Box 8929,Auckland,1150,New Zealand,Autonomous crown entities,
new-zealand-lottery-grants-board,New Zealand Lottery Grants Board,Te Puna Tahua,0800824824,,community.matters@dia.govt.nz,http://www.communitymatters.govt.nz/,http://www.communitymatters.govt.nz/ask-us/view/854?t=1836_3148,2020-07-30,,46 Waring Taylor Street,Wellington,6011,New Zealand,,PO Box 805,Wellington,6140,New Zealand,Other (unincorporated),
new-zealand-parole-board,New Zealand Parole Board (NZPB),,0800727653,+6444958400,info@paroleboard.govt.nz,http://www.paroleboard.govt.nz/,https://www.paroleboard.govt.nz/contact_us.html,2021-08-25,,,,,,,PO Box 939,Wellington,6140,New Zealand,Statutory entities,
new-zealand-passport-office,Passports office,Uruwhenua Aotearoa,0800225050,+6444620650,,http://www.passports.govt.nz/,http://www.passports.govt.nz/Contact-the-Passport-office---in-New-Zealand,2024-03-08,,,,,,,,,,,Public Service,department-of-internal-affairs
new-zealand-petroleum-and-minerals,New Zealand Petroleum & Minerals,,0508263782,+6439626179,nzpam@mbie.govt.nz,http://www.nzpam.govt.nz/,https://www.nzpam.govt.nz/about/contact-us/,2020-04-15,,15 Stout Street,Wellington,6011,New Zealand,,PO Box 1473,Wellington,6140,New Zealand,Public Service,ministry-of-business-innovation-and-employment
new-zealand-police,New Zealand Police,Nga Pirihimana O Aotearoa,,+6444749499,information@police.govt.nz,http://www.police.govt.nz/,http://www.police.govt.nz/contact-us,2021-04-09,,180 Molesworth Street,Wellington,6011,,,PO Box 3017,Wellington,6011,New Zealand,Non-Public Service departments,
new-zealand-post-limited,New Zealand Post Limited,,0800501501,+6493679710,custhelp@nzpost.co.nz,http://www.nzpost.co.nz,http://www.nzpost.co.nz/contact-support,2020-11-23,,7 Waterloo Quay,Wellington,5045,New Zealand,,PO Box 39100,Lower Hutt,5045,New Zealand,State-owned enterprises,
new-zealand-productivity-commission,New Zealand Productivity Commission,Te Kōmihana Whai Hua o Aotearoa,,+6449035150,info@productivity.govt.nz,http://www.productivity.govt.nz/,http://www.productivity.govt.nz/contact,2020-07-30,,141  The Terrace,Wellington,6143,New Zealand,,PO Box 8036  ,Wellington,6143,New Zealand,Independent Crown entities,
new-zealand-qualifications-authority,New Zealand Qualifications Authority,Mana Tohu Mātauranga o Aotearoa,0800697296,+6444633000,,http://www.nzqa.govt.nz/,http://www.nzqa.govt.nz/about-us/contact-us/,2020-07-30,,125 The Terrace,Wellington,6011,New Zealand,,PO Box 160,Wellington,6140,New Zealand,Crown agents,
new-zealand-railways-corporation,New Zealand Railways Corporation (NZRC),,0800801070,,,https://treasury.govt.nz/information-and-services/commercial-portfolio-and-advice/commercial-portfolio/new-zealand-railways-corporation,,2021-07-08,,2 Bunny Street,Wellington,6140,,,PO Box 593,Wellington,6140,,State-owned enterprises,kiwirail
new-zealand-security-intelligence-service,New Zealand Security Intelligence Service,Te Pā Whakamarumaru,0800747224,+6444726170,,http://www.nzsis.govt.nz/,http://www.nzsis.govt.nz/contact/,2020-07-30,,1-15 Pipitea Street,Wellington,6144,New Zealand,,PO Box 900,Wellington,6140,New Zealand,Non-Public Service departments,
new-zealand-symphony-orchestra,New Zealand Symphony Orchestra,Te Tira Pūoro o Aotearoa,0800479674,+6448013890,info@nzso.co.nz,http://www.nzso.co.nz,http://www.nzso.co.nz/contact/,2020-07-30,,13-27 Manners Street,Wellington,6011,New Zealand,,PO Box 6640,Wellington,6141,New Zealand,Autonomous crown entities,
new-zealand-tourism-board,New Zealand Tourism Board,Manaakitanga Aotearoa,,+6444628000,,http://www.tourismnewzealand.com/,http://www.tourismnewzealand.com/about-us/contact-us/,2023-12-20,,1 Willis Street,Wellington,6011,New Zealand,,PO Box 95,Wellington,6140,New Zealand,Crown agents,
new-zealand-trade-and-enterprise,New Zealand Trade and Enterprise (NZTE),Te Taurapa Tūhono,0800555888,+6448168100,exporthelp@nzte.govt.nz,http://www.nzte.govt.nz,https://www.nzte.govt.nz/form/contact,2021-11-09,,100 Willis St,Wellington,6011,New Zealand,,PO Box 2878,Wellington,6140,,Crown agents,
new-zealand-transport-agency,New Zealand Transport Agency,Waka Kotahi,,+6448945400,info@nzta.govt.nz,http://nzta.govt.nz,http://nzta.govt.nz/about/contact/index.html,2021-04-09,,44 Bowen Street,Wellington,6011,New Zealand,,Private Bag 6995,Wellington,6141,,Crown agents,
ngai-tahu-ancillary-claims-trust,Ngāi Tahu Ancillary Claims Trust,,,+6439624900,mlctewaipounamu@justice.govt.nz,http://ngaitahu.iwi.nz/ngai-tahu/the-settlement/settlement-offer/non-tribal-redress/,,2020-07-30,,76 Peterborough Street,Christchurch,,New Zealand,,PO Box 2200,Christchurch,,New Zealand,Trusts,
niwa,National Institute of Water and Atmospheric Research Limited,Taihoro Nukurangi,0800746464,+6493752050,enquiries@niwa.co.nz,http://www.niwa.co.nz/,http://www.niwa.co.nz/contact-us,2020-07-30,,41 Market Place,Auckland,,,,Private Bag 99940,Auckland,1149,New Zealand,Crown Research Institutes,
north-canterbury-fish-and-game-council,North Canterbury Fish and Game Council,,0800347426,+6433669191,northcanterbury@fishandgame.org.nz,https://fishandgame.org.nz/northcanterbury/,https://fishandgame.org.nz/northcanterbury,2020-07-30,,595 Johns Road,Christchurch,7400,New Zealand,,PO Box 50,Christchurch,7641,New Zealand,Regional,new-zealand-fish-and-game-council
northland-fish-and-game-council,Northland Fish and Game Council,,,+6494384135,northland@fishandgame.org.nz,https://fishandgame.org.nz/northland/,https://fishandgame.org.nz/northland/,2020-07-30,,7-11  Nell Place,Whangarei,0148,New Zealand,,PO Box 25003  ,Whangarei,0148,New Zealand,Regional,new-zealand-fish-and-game-council
northland-regional-council,Northland Regional Council,Te Kaunihera a-Rohe o Te Tai Tokerau,0800002004,+6494701200,info@nrc.govt.nz,http://www.nrc.govt.nz/,http://www.nrc.govt.nz/Contact/,2022-10-13,,36 Water Street,Whāngārei,,,,Private Bag 9021,Whāngārei,0148,New Zealand,Regional Council,
northtec,NorthTec,Tai Tokerau Wānanga,0800808856,+6494703555,enquiries@northtec.ac.nz,http://www.northtec.ac.nz/,https://www.northtec.ac.nz/contact,2020-06-15,,51 Raumanga Valley Road,Whangarei,0110,New Zealand,,Private Bag 9019,Whangarei,0148,New Zealand,Polytechnics/Institutes of technology,te-pukenga
nz-growth-capital-partners-limited,NZ Growth Capital Partners (NZGCP),,,,info@nzgcp.co.nz,https://www.nzgcp.co.nz/,https://www.nzgcp.co.nz/contact-us/,2020-09-10,,5 Willeston Street,Wellington,6011,New Zealand,,PO Box 5177,Wellington,6140,New Zealand,Other companies,
nz-on-air,NZ On Air,Irirangi Te Motu,,+6443829524,info@nzonair.govt.nz,http://www.nzonair.govt.nz/,http://www.nzonair.govt.nz/#contact,2021-02-18,,119 Ghuznee Street,Wellington,,New Zealand,,PO Box 9744,Wellington,6141,New Zealand,Autonomous crown entities,
office-for-seniors,Office for Seniors,Te Tari Kaumātua,,,ofs@msd.govt.nz,https://officeforseniors.govt.nz/,https://officeforseniors.govt.nz/about-us/contact-us/,2021-10-20,,56 The Terrace,Wellington,6011,New Zealand,,PO Box 1556,Wellington,6140,New Zealand,Public Service,ministry-of-social-development
office-of-film-and-literature-classification,Office of Film and Literature Classification,"Te Tari Whakarōpū Tukuata, Tuhituhinga",0508236767,+6444716770,info@classificationoffice.govt.nz,https://www.classificationoffice.govt.nz/,https://www.classificationoffice.govt.nz/contact/,2020-07-30,,88 The Terrace,Wellington,6011,New Zealand,,PO Box 1999,Wellington,6140,New Zealand,Independent Crown entities,
office-of-human-rights-proceedings,Office of Human Rights Proceedings,,,+6493758623,ohrp@ohrp.org.nz,http://www.hrc.co.nz/ohrp/,,2019-09-12,,41 Shortland Street,Auckland,1010,New Zealand,,PO Box 6751  Wellesley Street,Auckland,1141,New Zealand,Independent Crown entities,human-rights-commission
office-of-the-auditor-general,Office of the Auditor-General,Te Mana Arotake,,+6449171500,enquiry@oag.parliament.nz,https://oag.parliament.nz/,https://oag.parliament.nz/contact-us,2020-07-30,,100 Molesworth Street,Wellington,6011,New Zealand,,PO Box 3928,Wellington,6140,New Zealand,Offices of Parliament,controller-and-auditor-general
office-of-the-clerk-of-the-house-of-representatives,Office of the Clerk of the House of Representatives,Te Tari o te Manahautū o te Whare Māngai,,+6448179445,clerk@parliament.govt.nz,http://www.parliament.nz/en-nz/,https://www.parliament.nz/en/footer/about-us/office-of-the-clerk/about/who-we-are/,2020-07-30,,Molesworth Street,Wellington,,New Zealand,,Private Bag 18041,Wellington,6160,New Zealand,Non-Public Service departments,
office-of-the-ombudsmen,Office of the Ombudsman,Tari o te Kaitiaki Mana Tangata,0800802602,+6444739533,info@ombudsman.parliament.nz,http://www.ombudsman.parliament.nz/,http://www.ombudsman.parliament.nz/contact-us,2020-07-30,,70 The Terrace,Wellington,6011,New Zealand,,PO Box 10152  ,Wellington,6143,New Zealand,Offices of Parliament,
open-polytechnic-of-new-zealand,Open Polytechnic of New Zealand,Kuratini Tuwhera,0508650200,+6449135300,customerservices@openpolytechnic.ac.nz,http://www.openpolytechnic.ac.nz/,http://www.openpolytechnic.ac.nz/contact-us,2020-07-30,,3 Cleary Street,Lower Hutt,5011,New Zealand,,Private Bag 31914  ,Lower Hutt,5040,New Zealand,Polytechnics/Institutes of technology,
opotiki-district-council,Opotiki District Council,,,+6473153030,info@odc.govt.nz,http://www.odc.govt.nz/,https://www.odc.govt.nz/our-council/contact-us,2022-10-13,,108 St John Street,Opotiki,,New Zealand,,PO Box 44,Opotiki,3162,New Zealand,District Council,
oranga-tamariki-ministry-for-children,Oranga Tamariki-Ministry for Children,,0508326459,+6449170000,contact@ot.govt.nz,https://www.orangatamariki.govt.nz/,https://www.orangatamariki.govt.nz/contact-us,2022-01-14,,56 The Terrace,Wellington,6011,New Zealand,,PO Box 546,Wellington,6140,New Zealand,Public Service,
organised-and-financial-crime-agency-new-zealand,National Organised Crime Group,,,,,https://www.police.govt.nz/careers/police-groups/national-organised-crime-group,,2021-01-26,,,,,,,PO Box 3017,Wellington,6140,New Zealand,Non-Public Service departments,new-zealand-police
otago-fish-and-game-council,Otago Fish and Game Council,,,+6434779076,otago@fish-game.org.nz,https://fishandgame.org.nz/otago/,https://fishandgame.org.nz/otago/,2020-07-30,,Cnr Hanover and Harrow Streets,Dunedin,9016,New Zealand,,PO Box 76,Dunedin,9054,New Zealand,Regional,new-zealand-fish-and-game-council
otago-polytechnic,Otago Polytechnic,Te Kura Matatini ki Otago,0800762786,+6434773014,info@op.ac.nz,http://www.op.ac.nz/,,2020-07-30,,Forth Street,Dunedin,9054,New Zealand,,Private Bag 1910,Dunedin,9054,New Zealand,Polytechnics/Institutes of technology,
otago-regional-council,Otago Regional Council,,0800474082,+6434740827,customerservices@orc.govt.nz,http://www.orc.govt.nz/,https://www.orc.govt.nz/contact-us,2022-10-31,,144 Rattray Street,Dunedin,,New Zealand,,Private Bag 1954,Dunedin,9054,New Zealand,Regional Council,
otakaro-limited,Ōtākaro Limited,,,033576300,info@otakaroltd.co.nz,,,2020-08-10,,62 Worcester Boulevard,Christchurch,8013,,,PO Box 73,Christchurch,8140,,Public Finance Act Schedule 4a companies,
otorohanga-district-council,Otorohanga District Council,,,+6478734000,info@otodc.govt.nz,http://www.otodc.govt.nz/,https://www.otodc.govt.nz/council/contact-us,2022-10-13,,17 Maniapoto Street,Otorohanga,3900,New Zealand,,PO Box 11,Otorohanga,3940,New Zealand,District Council,
overseas-investment-office,Overseas Investment Office,,,+6479745595,oio@linz.govt.nz,http://www.linz.govt.nz/overseas-investment/,http://www.linz.govt.nz/overseas-investment/about-oio,2021-07-08,,155 The Terrace,Wellington,,New Zealand,,PO Box 5501,Wellington,,New Zealand,Public Service,land-information-new-zealand
pacific-business-trust,Pacific Business Trust,,08002877526,,info@pacificbusiness.co.nz,https://www.pacificbusiness.co.nz/,https://www.pacificbusiness.co.nz/get-in-touch/,2020-07-30,,101C Station Road,Auckland,1061,New Zealand,,PO Box 11229,Auckland,1642,New Zealand,Trusts,
pacific-co-operation-foundation,Pacific Cooperation Foundation,,,+6499691494,info@pcf.org.nz,http://www.pcf.org.nz,http://pcf.org.nz/contact/,2020-07-30,,139 Quay Street,Auckland,,New Zealand,,PO Box 105440,Auckland,1143,New Zealand,Trusts,
palmerston-north-city-council,Palmerston North City Council,,,+6463568199,info@pncc.govt.nz,http://www.pncc.govt.nz,http://www.pncc.govt.nz/siteinfo/contact-us/,2022-10-13,,32 The Square,Palmerston North,4410,New Zealand,,Private Bag 11034,Palmerston North,4442,New Zealand,City Council,
parliamentary-commissioner-environment,Parliamentary Commissioner for the Environment,Te Kaitiaki Taiao a Te Whare Pāremata,,+6444711669,pce@pce.parliament.nz,http://www.pce.parliament.nz/,http://www.pce.parliament.nz/about-us/contact-us/,2020-08-17,,147 Lambton Quay,Wellington,6011,,,PO Box 10-241,Wellington,6143,New Zealand,Offices of Parliament,
parliamentary-counsel-office,Parliamentary Counsel Office,Te Tari Tohutohu Pāremata,,+6443331000,contact@pco.govt.nz,http://www.pco.parliament.govt.nz/,http://www.pco.parliament.govt.nz/contact-us/,2020-07-30,,2 The Terrace,Wellington,,New Zealand,,PO Box 18 070,Wellington,6160,New Zealand,Non-Public Service departments,
parliamentary-service,Parliamentary Service,Te Ratonga Whare Paremata,080072736282,+6448179999,Parlinfo@parliament.govt.nz,https://www.parliament.nz/en/footer/about-us/parliamentary-service/,https://www.parliament.nz/en/footer/contact-us/,2020-07-30,,Molesworth Street,Wellington,,New Zealand,,Private Bag 18041,Wellington,6160,New Zealand,Non-Public Service departments,
peke-waihanga-artificial-limb-service,Peke Waihanga – Artificial Limb Service,,,+6443859410,info@nzals.govt.nz,http://www.nzals.co.nz/,http://www.nzals.co.nz/,2021-02-03,,142 Featherston Street (entry on Johnston St.),Wellington,,New Zealand,,PO Box 19160,Wellington,6149,New Zealand,Autonomous crown entities,
personal-property-securities-register,Personal Property Securities Register,,0508777746,,info@ppsr.govt.nz,http://www.ppsr.govt.nz/,,2016-10-31,,15 Stout Street,Wellington,6011,New Zealand,,,,,,Public Service,ministry-of-business-innovation-and-employment
pharmaceutical-management-agency,"Pharmaceutical Management Agency, PHARMAC",,0800660050,+6444604990,enquiry@pharmac.govt.nz,http://www.pharmac.govt.nz,http://www.pharmac.health.nz/home/contact/ ,2020-08-17,,40 Mercer Street,Wellington,6011,New Zealand,,PO Box 10254  The Terrace,Wellington,6143,New Zealand,Crown agents,
plant-and-food-research,Plant and Food Research,Rangahau Ahumāra Kai,,+6499257000,,http://www.plantandfood.co.nz/,http://www.plantandfood.co.nz/page/about-us/contact/,2020-08-11,,120 Mt Albert Road,Auckland,1025,New Zealand,,Private Bag 92169,Auckland,1142,New Zealand,Crown Research Institutes,
plumbers-gasfitters-and-drainlayers-board,"Plumbers, Gasfitters and Drainlayers Board",,0800743262,+6444942970,office@pgdb.co.nz,http://www.pgdb.co.nz/,http://www.pgdb.co.nz/about/contact.html,2016-10-31,,45 Johnston Street,Wellington,,New Zealand,,PO Box 10655,Wellington,6140,New Zealand,,
porirua-city-council,Porirua City Council,,,+6442375089,enquiries@poriruacity.govt.nz,https://poriruacity.govt.nz/,https://poriruacity.govt.nz/contact/,2022-10-13,,18 Hartham Place North,Porirua,5022,New Zealand,,PO Box 50218,Porirua,5240,New Zealand,City Council,
predator-free-2050,Predator Free 2050,,,,submissions@pf2050.co.nz,https://pf2050.co.nz/,,2022-12-07,,,,,,,PO Box 25595,Wellington,6146,,Public Finance Act Schedule 4a companies,
privacy-commissioner,Privacy Commissioner,Te Mana Mātāpono Matatapu,0800803909,+6444747590,enquiries@privacy.org.nz,http://www.privacy.org.nz,http://www.privacy.org.nz/contact-us/,2022-07-26,,215 Lambton Quay,Wellington,6011,New Zealand (visits by appointment only),,PO Box 10094,Wellington,6143,New Zealand,Independent Crown entities,
provincial-growth-fund,Provincial Growth Fund (PGF),,0508743473,,PGF@mbie.govt.nz,https://www.growregions.govt.nz/,https://www.growregions.govt.nz/about-us/contact-us/,2021-07-07,,15 Stout Street,Wellington,6011,,,PO Box 1473,Wellington,6140,,,ministry-of-business-innovation-and-employment
public-service-commission,Te Kawa Mataaho,Public Service Commission,,+6444956600,commission@publicservice.govt.nz,https://www.publicservice.govt.nz/,https://www.publicservice.govt.nz/contact-us/,2020-09-14,,No.2 The Terrace,Wellington,,New Zealand,,PO Box 329,Wellington,6140,New Zealand,Public Service,
public-trust,Public Trust,,0800371471,+6439777956,info@publictrust.co.nz,http://www.publictrust.co.nz/,https://www.publictrust.co.nz/contact-us/,2021-10-20,,151 Queen Street,Auckland,1010,New Zealand,,Private Bag 5902,Wellington,1140,New Zealand,Autonomous crown entities,
qeii-national-trust,Queen Elizabeth II National Trust (QEII),QEII National Trust,,044726626,,https://qeiinationaltrust.org.nz,https://qeiinationaltrust.org.nz/contact/,2021-08-25,,138 The Terrace,Wellington,6140,,,PO Box 3341,Wellington,6140,,Trusts,
queenstown-lakes-district-council,Queenstown-Lakes District Council,,,+6434410499,services@qldc.govt.nz,http://www.qldc.govt.nz/,http://www.qldc.govt.nz/contact/,2022-10-13,,10 Gorge Road,Queenstown,,New Zealand,,Private Bag 50072,Queenstown,9348,New Zealand,District Council,
quotable-value-limited,Quotable Value New Zealand Ltd,,,+6445764630,enquiries@qv.co.nz,https://qvgroup.qv.co.nz/,https://qvgroup.qv.co.nz/contact-us,2020-08-17,,22 Nevis Street,Lower Hutt,5012,New Zealand,,Private Bag 39818,Lower Hutt,5045,New Zealand,State-owned enterprises,
radio-new-zealand-limited,Radio New Zealand Limited,Te Reo Irirangi o Aotearoa,,+6444741999,rnz@radionz.co.nz,http://www.radionz.co.nz/,http://www.radionz.co.nz/about/contact,2020-07-30,,155 The Terrace,Wellington,,New Zealand,,PO Box 123,Wellington,6140,New Zealand,Other companies,
radio-spectrum-management,Radio Spectrum Management,,0508776463,+6439622603,info@rsm.govt.nz,http://www.rsm.govt.nz/,https://www.rsm.govt.nz/about/contact-us/,2020-04-15,,15 Stout Street,Wellington,6011,New Zealand,,PO Box 2847,Wellington,6140,,Public Service,ministry-of-business-innovation-and-employment
